lfdn,external_lfdn,tester,dispcode,lastpage,quality,duration,c_0001,c_0002,c_0003,c_0004,c_0005,c_0006,c_0007,p_0001,v_19,v_258,v_42,v_21,v_22,v_23,v_24,v_25,v_28,v_30,v_31,v_32,v_33,v_34,v_35,v_37,v_38,v_39,v_36,v_200,v_201,v_202,v_203,v_204,v_205,v_153,v_154,v_155,v_156,v_157,v_158,v_181,v_182,v_183,v_184,v_185,v_186,v_187,v_188,v_189,v_190,v_191,v_192,v_193,v_194,v_195,v_196,v_197,v_198,v_177,v_180,v_178,v_179,v_11,v_12,v_13,v_14,v_15,v_16,v_86,v_87,v_88,v_17,v_248,v_199,v_250,v_246,v_231,v_232,v_233,v_206,v_207,v_208,v_209,v_210,v_211,v_213,v_214,v_215,v_216,v_217,v_220,v_221,v_222,v_223,v_259,v_260,v_261,v_262,v_263,v_264,v_265,browser,referer,device_type,participant_browser,participant_browser_version,participant_os,participant_device,participant_brand,participant_model,participant_isbot,participant_continent,participant_country,participant_region,participant_city,participant_latitude,participant_longitude,quota,quota_assignment,quota_rejected_id,page_history,hflip,vflip,output_mode,javascript,flash,session_id,language,cleaned,ats,datetime,date_of_last_access,date_of_first_mail,rts5873422,rts5873424,rts5873425,rts5873427,rts5873428,rts5873429,rts5873430,rts5873431,rts5873432,rts5873433,rts5873435,rts5873436,rts5873437,rts5873438,rts5873439,rts5873441,rts5873442,rts5873444,rts5873445,rts5873447,rts5873449,rts5873452,rts5873453,rts5873454,rts5873456,rts5873457,rts5873458
2110,0,1,31,5873462,-77,1,-66,-66,Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.",Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Einer repräsentativen Statistik können Sie entnehmen, dass sich die Mehrheit der Bevölkerung für Programm B entschieden hat. Welches Programm würden Sie wählen?",-99,1,38,9,5,CXXRAYQUTE,1,0,1,0,1,0,1,1,MUGIFOIMSX,0,0,1,0,1,1,1,0,0,1,1,4,4,2,4,4,2,4,3,4,3,3,1,2,2,3,1,1,2,3,2,2,2,4,1,1,1,4,4,0,1,1,1,1,1,0,1,1,3,1,3,3,1,1,3,-77,1,2,0,0,1,0,0,1,1,1,0,1,1,2,3,5,2,2,3,1,2,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,3,9,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873441,5873442,5873443,5873444,5873445,5873446,5873447,5873448,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",1,1,0,-77,-77,b2eb27649d315bd7bbbb01ab941cd705,1,0,1620158513,5/4/2021 20:01,5/4/2021 20:01,0000-00-00 00:00:00,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2111,0,1,31,5873462,-77,0,-66,-66,"Li-Ming Yang ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Li-Ming fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Li-Ming ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,"Nina Müller ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Einer repräsentativen Statistik können Sie entnehmen, dass sich die Mehrheit der Bevölkerung für Programm C entschieden hat. Welches Programm würden Sie wählen?",-99,1,82,2,4,GYBVTBIZJK,1,0,1,0,1,0,0,0,SNDRGVMSOK,1,1,0,0,1,0,1,1,1,1,1,1,3,3,2,4,1,1,1,3,1,3,1,3,3,2,3,3,2,3,1,2,4,1,4,1,3,4,1,0,0,0,0,1,0,0,0,0,3,2,3,2,11,1,3,-77,1,2,0,0,1,1,1,0,1,0,1,2,1,7,1,3,3,3,5,2,1,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,5,8,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873441,5873442,5873443,5873444,5873445,5873446,5873447,5873448,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",0,1,0,-77,-77,f89cb97da15192ddcd2ec43054776f9d,1,0,1620158514,5/4/2021 20:01,5/4/2021 20:01,0000-00-00 00:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2114,0,1,31,5873462,-77,1,-66,-66,"Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.","Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.",-66,-99,2,72,2,5,ORDFOTHHBB,0,0,0,0,1,1,1,1,DZKOLCQSOJ,1,1,0,0,1,1,0,0,1,0,1,3,2,3,4,1,3,3,2,3,4,4,1,3,1,4,1,4,3,4,2,4,1,2,2,2,1,2,4,1,1,0,1,1,1,1,1,0,3,1,1,-77,11,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,5,9,11,12",0,"587,342,258,734,245,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,87a83636378471ec2ae78cb2a6ac1aac,1,0,1620158518,5/4/2021 20:01,5/4/2021 20:01,0000-00-00 00:00:00,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2116,0,1,31,5873462,-77,1,-66,-66,"Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. ,Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Einer repräsentativen Statistik können Sie entnehmen, dass sich die Mehrheit der Bevölkerung für Programm C entschieden hat. Welches Programm würden Sie wählen?",-99,1,76,1,6,RSGWPWEHEZ,0,0,0,1,1,1,0,0,SZCVGYLTHA,0,0,1,0,1,1,1,0,1,0,1,3,2,2,3,3,1,2,2,1,2,1,2,1,3,3,3,2,2,4,2,3,4,4,3,2,2,2,1,1,1,0,1,0,0,1,1,1,4,1,1,-77,2,1,2,3,2,2,1,1,1,0,0,0,0,0,0,1,2,-77,2,4,4,5,5,5,1,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,5,9,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873447,5873448,5873449,5873450,5873452,5873453,5873454,5873455,5873457,5873458,5873462",1,1,0,-77,-77,bac2918cf29a1d2fdabf4249b07430d6,1,0,1620158520,5/4/2021 20:02,5/4/2021 20:02,0000-00-00 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2119,0,1,31,5873462,-77,0,-66,-66,Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Maximilian fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat.. Maximilian ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.",-66,-99,1,41,7,5,AFVCLIPPYX,1,1,1,1,0,1,1,0,OHSSLFEHXY,0,0,1,1,1,1,0,1,0,1,1,1,2,1,4,2,1,1,2,4,4,2,1,3,4,4,3,4,3,3,2,2,4,1,3,4,2,1,4,1,0,1,0,1,1,0,1,0,2,1,1,-77,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,4,9,11,12",0,"587,342,258,734,245,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,6834c8728b087db4b47d251afa50d2c2,1,0,1620160936,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,0,1,31,5873462,-77,1,-66,-66,"Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.","Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.","Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",-66,-99,1,32,11,7,GBOFLQWTAT,1,1,1,0,0,1,0,1,GGKAFPPQQP,0,0,0,0,2,1,0,1,0,0,0,3,1,2,4,1,2,1,4,4,2,2,1,1,1,2,2,3,3,1,2,3,1,3,3,4,3,2,2,1,0,1,1,1,0,0,0,1,1,1,1,-77,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,3,11,12",0,"587,342,258,734,245,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,a200c6f3c8e6fbb5bb9e60194a4f3806,1,0,1620160937,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2122,0,1,31,5873462,-77,1,-66,-66,Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. ,"Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. ,"Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",-66,-99,1,94,4,6,FEHGCAQFSG,1,1,0,1,0,0,1,1,NUWENXCQFI,1,0,1,0,1,1,0,1,1,1,0,4,2,2,4,1,3,1,1,3,4,2,1,4,3,4,1,3,4,1,4,2,1,1,3,1,4,3,1,0,0,0,0,0,0,1,1,0,1,2,2,-77,10,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,5,9,10,12",0,"587,342,258,734,245,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,b3cb1503e1a3fa3c01bf72f8f4879cf6,1,0,1620160938,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2124,0,1,31,5873462,-77,1,-66,-66,"Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Li-Ming Yang ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Li-Ming fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Li-Ming ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.","Als Sie mit Ihren Freunden und Ihrer Familie über Ihren bevorstehenden Autokauf sprechen, erfahren Sie, dass die meisten von ihnen sich für Programm B entschieden haben. Welches Programm würden Sie wählen?",-99,1,42,14,6,KPFNHGGUTH,0,0,1,0,0,1,0,1,JKHJXHOYOC,1,1,1,1,1,1,1,1,1,1,0,2,2,1,2,4,4,3,3,1,3,2,1,3,4,1,3,1,4,3,2,4,4,2,3,3,2,4,4,1,1,0,1,0,0,1,0,1,2,1,1,-77,1,3,-77,-77,3,3,0,0,0,0,1,0,0,0,0,3,2,-77,2,3,3,1,4,4,2,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,4,9,10",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873457,5873458,5873462",0,1,0,-77,-77,b585d285125d6cedce36315f84665698,1,0,1620160940,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2125,0,1,31,5873462,-77,1,-66,-66,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",-66,-99,2,66,6,2,XIDHABBSNX,0,0,0,0,0,1,0,1,XIGLWGZPJW,1,1,1,1,1,1,0,0,1,0,0,1,4,3,4,3,4,1,1,4,1,1,4,4,4,1,2,1,3,3,4,1,1,2,1,2,2,2,1,1,1,1,0,0,1,1,1,1,4,1,3,1,7,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,5,6,11,12",0,"5,873,422,587,342,450,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,4dc11280b6b4e75a8c56bfec3b48ffea,1,0,1620160941,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2126,0,1,31,5873462,-77,1,-66,-66,Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. ,"Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",-66,-99,1,95,11,5,RTWBBPUGFD,0,0,0,1,0,1,0,0,RSCGWRVTKR,0,1,0,1,1,0,0,0,1,0,0,2,1,1,1,4,4,2,1,2,2,3,2,4,1,4,3,4,4,3,2,3,1,1,1,1,4,1,3,1,0,0,0,1,0,1,1,1,1,1,3,1,8,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10..0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,5,9,11,12",0,"5,873,422,587,342,450,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,0c6d03f9465c051747871d0cb476d087,1,0,1620160942,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2128,0,1,31,5873462,-77,1,-66,-66,"Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,"Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Einer repräsentativen Statistik können Sie entnehmen, dass sich die Mehrheit der Bevölkerung für Programm A entschieden hat. Welches Programm würden Sie wählen?",-99,2,75,15,5,TCAJKBUDPD,1,0,1,0,1,1,0,0,RVBYBHPDQB,1,0,0,0,1,1,1,1,1,0,0,2,2,3,2,4,2,2,3,4,1,1,2,3,2,3,2,4,1,2,1,2,2,3,1,3,3,3,1,1,0,0,1,1,0,0,0,0,3,2,3,2,4,3,-77,-77,1,1,0,0,0,0,1,1,1,1,1,1,1,5,5,4,3,4,1,5,1,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",-99,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,5,9,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873441,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",0,1,0,-77,-77,e88c00a90d3d437dc02a4f2418656a09,1,0,1620160945,5/4/2021 20:42,5/4/2021 20:42,0000-00-00 00:00:00,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
